southern	190	0.00015076
wide	190	0.00015076
function	189	0.00014997
never	189	0.00014997
effect	188	0.00014917
upon	188	0.00014917
age	188	0.00014917
JJS	188	0.00014917
news	188	0.00014917
future	187	0.00014838
hand	187	0.00014838
outside	187	0.00014838
6	187	0.00014838
teams	186	0.00014759
!	186	0.00014759
court	186	0.00014759
green	185	0.00014679
true	185	0.00014679
length	185	0.00014679
throughout	184	0.000146
independent	184	0.000146
left	184	0.000146
again	184	0.000146
links	184	0.000146
political	183	0.00014521
built	183	0.00014521
society	183	0.00014521
front	183	0.00014521
rock	183	0.00014521
sea	182	0.00014441
e	182	0.00014441
serves	181	0.00014362
study	180	0.00014283
away	179	0.00014203
whole	179	0.00014203
personal	179	0.00014203
allow	179	0.00014203
father	177	0.00014045
technology	177	0.00014045
act	177	0.00014045
quality	177	0.00014045
military	177	0.00014045
cover	177	0.00014045
mostly	176	0.00013965
entire	176	0.00013965
across	176	0.00013965
historical	176	0.00013965
student	175	0.00013886
claims	175	0.00013886
block	175	0.00013886
highway	175	0.00013886
bridge	175	0.00013886
words	175	0.00013886
record	175	0.00013886
nothing	175	0.00013886
famous	174	0.00013807
larger	174	0.00013807
lack	174	0.00013807
love	174	0.00013807
simply	174	0.00013807
published	174	0.00013807
move	174	0.00013807
copyright	174	0.00013807
clearly	173	0.00013727
complete	173	0.00013727
office	172	0.00013648
league	172	0.00013648
track	172	0.00013648
separate	172	0.00013648
multiple	171	0.00013569
middle	171	0.00013569
blue	171	0.00013569
location	171	0.00013569
average	171	0.00013569
themselves	171	0.00013569
room	170	0.00013489
product	170	0.00013489
unknown	170	0.00013489
british	170	0.00013489
base	170	0.00013489
difference	170	0.00013489
remain	170	0.00013489
lot	169	0.0001341
mountain	169	0.0001341
past	169	0.0001341
king	169	0.0001341
amount	169	0.0001341
changes	168	0.0001333
completely	168	0.0001333
education	168	0.0001333
stage	167	0.00013251
collection	167	0.00013251
taken	167	0.00013251
requires	166	0.00013172
board	166	0.00013172
buildings	166	0.00013172
want	165	0.00013092
author	165	0.00013092
smaller	165	0.00013092
via	165	0.00013092
contain	164	0.00013013
fair	164	0.00013013
french	164	0.00013013
covered	164	0.00013013
kind	164	0.00013013
products	164	0.00013013
lines	164	0.00013013
mother	164	0.00013013
tend	163	0.00012934
leaves	163	0.00012934
sense	163	0.00012934
valley	163	0.00012934
market	163	0.00012934
radio	162	0.00012854
released	162	0.00012854
organization	161	0.00012775
appropriate	161	0.00012775
start	161	0.00012775
seen	161	0.00012775
terms	161	0.00012775
action	161	0.00012775
consensus	160	0.00012696
necessary	160	0.00012696
media	160	0.00012696
novel	160	0.00012696
practice	160	0.00012696
episode	160	0.00012696
gets	160	0.00012696
unique	160	0.00012696
useful	159	0.00012616
programs	159	0.00012616
son	159	0.00012616
concept	159	0.00012616
late	159	0.00012616
additional	158	0.00012537
bit	158	0.00012537
plant	158	0.00012537
goal	158	0.00012537
approximately	158	0.00012537
sports	158	0.00012537
numbers	158	0.00012537
create	158	0.00012537
earth	157	0.00012458
elements	157	0.00012458
continue	157	0.00012458
six	157	0.00012458
require	156	0.00012378
test	156	0.00012378
big	156	0.00012378
types	156	0.00012378
coverage	155	0.00012299
follows	155	0.00012299
activities	155	0.00012299
ability	155	0.00012299
occurs	155	0.00012299
television	155	0.00012299
done	155	0.00012299
actual	154	0.0001222
JJR	153	0.0001214
management	153	0.0001214
computer	152	0.00012061
call	152	0.00012061
places	152	0.00012061
feel	152	0.00012061
variety	151	0.00011982
movement	151	0.00011982
languages	150	0.00011902
airport	149	0.00011823
simple	149	0.00011823
limited	149	0.00011823
division	149	0.00011823
google	149	0.00011823
online	149	0.00011823
someone	149	0.00011823
basic	149	0.00011823
conditions	148	0.00011744
created	148	0.00011744
active	148	0.00011744
etc	148	0.00011744
performance	148	0.00011744
difficult	148	0.00011744
food	147	0.00011664
previous	147	0.00011664
did	147	0.00011664
plays	147	0.00011664
studies	147	0.00011664
movie	147	0.00011664
property	146	0.00011585
except	146	0.00011585
cause	146	0.00011585
capital	145	0.00011505
private	145	0.00011505
ones	145	0.00011505
brown	145	0.00011505
association	145	0.00011505
rules	145	0.00011505
highly	145	0.00011505
involved	144	0.00011426
woman	144	0.00011426
training	144	0.00011426
--	143	0.00011347
money	143	0.00011347
car	143	0.00011347
review	143	0.00011347
european	143	0.00011347
holds	143	0.00011347
health	143	0.00011347
key	143	0.00011347
required	143	0.00011347
looks	143	0.00011347
living	142	0.00011267
records	142	0.00011267
temple	142	0.00011267
rate	142	0.00011267
results	142	0.00011267
starts	141	0.00011188
going	141	0.00011188
analysis	141	0.00011188
turns	141	0.00011188
face	141	0.00011188
working	141	0.00011188
levels	141	0.00011188
library	140	0.00011109
dates	140	0.00011109
direction	140	0.00011109
greater	140	0.00011109
york	140	0.00011109
normal	140	0.00011109
individuals	139	0.00011029
towards	139	0.00011029
relationship	139	0.00011029
experience	139	0.00011029
7	139	0.00011029
stands	138	0.0001095
relatively	138	0.0001095
attack	138	0.0001095
represents	138	0.0001095
involves	137	0.00010871
code	137	0.00010871
directly	137	0.00010871
tracks	137	0.00010871
produce	137	0.00010871
occur	136	0.00010791
mission	136	0.00010791
treatment	136	0.00010791
council	136	0.00010791
opinion	136	0.00010791
fire	135	0.00010712
highest	135	0.00010712
industry	135	0.00010712
primarily	135	0.00010712
sound	134	0.00010633
st	134	0.00010633
meet	134	0.00010633
eastern	134	0.00010633
return	134	0.00010633
summer	134	0.00010633
knowledge	133	0.00010553
construction	133	0.00010553
care	133	0.00010553
software	133	0.00010553
legal	133	0.00010553
effects	133	0.00010553
battle	132	0.00010474
b	132	0.00010474
half	132	0.00010474
rest	132	0.00010474
played	132	0.00010474
medical	132	0.00010474
potential	131	0.00010395
commonly	131	0.00010395
associated	131	0.00010395
india	131	0.00010395
regular	131	0.00010395
deleted	131	0.00010395
writing	131	0.00010395
tells	131	0.00010395
companies	130	0.00010315
animals	130	0.00010315
john	130	0.00010315
turn	130	0.00010315
bad	130	0.00010315
despite	130	0.00010315
police	129	0.00010236
agree	129	0.00010236
himself	129	0.00010236
refers	129	0.00010236
secondary	129	0.00010236
round	129	0.00010236
mean	129	0.00010236
surrounding	129	0.00010236
majority	129	0.00010236
facilities	128	0.00010157
correct	128	0.00010157
focus	128	0.00010157
2006	128	0.00010157
hard	128	0.00010157
religious	127	0.00010077
mass	127	0.00010077
relevant	127	0.00010077
humans	127	0.00010077
try	127	0.00010077
municipality	127	0.00010077
upper	127	0.00010077
put	127	0.00010077
behind	126	9.998e-05
dark	126	9.998e-05
plan	126	9.998e-05
context	126	9.998e-05
sites	125	9.919e-05
hall	125	9.919e-05
mention	125	9.919e-05
added	125	9.919e-05
typical	125	9.919e-05
child	125	9.919e-05
understand	125	9.919e-05
forest	125	9.919e-05
stop	125	9.919e-05
god	124	9.839e-05
commercial	124	9.839e-05
activity	124	9.839e-05
tower	123	9.76e-05
c	123	9.76e-05
physical	123	9.76e-05
argument	123	9.76e-05
train	123	9.76e-05
comments	123	9.76e-05
describes	123	9.76e-05
entirely	123	9.76e-05
stations	122	9.68e-05
release	122	9.68e-05
rights	122	9.68e-05
offer	122	9.68e-05
tree	122	9.68e-05
internet	121	9.601e-05
approach	121	9.601e-05
object	121	9.601e-05
behavior	121	9.601e-05
rule	121	9.601e-05
arts	121	9.601e-05
unit	121	9.601e-05
template	121	9.601e-05
perhaps	121	9.601e-05
falls	121	9.601e-05
ancient	121	9.601e-05
german	120	9.522e-05
report	120	9.522e-05
otherwise	120	9.522e-05
america	120	9.522e-05
economic	120	9.522e-05
wall	120	9.522e-05
pressure	119	9.442e-05
origin	119	9.442e-05
direct	119	9.442e-05
solution	119	9.442e-05
consider	119	9.442e-05
hill	119	9.442e-05
resources	119	9.442e-05
indicate	119	9.442e-05
held	118	9.363e-05
lists	118	9.363e-05
indicates	118	9.363e-05
encyclopedia	118	9.363e-05
night	118	9.363e-05
weight	118	9.363e-05
items	118	9.363e-05
20	118	9.363e-05
female	118	9.363e-05
mainly	118	9.363e-05
seven	118	9.363e-05
influence	117	9.284e-05
pretty	117	9.284e-05
2010	117	9.284e-05
sure	117	9.284e-05
m	117	9.284e-05
oil	117	9.284e-05
methods	117	9.284e-05
basis	117	9.284e-05
designed	117	9.284e-05
standards	116	9.204e-05
fine	116	9.204e-05
2007	116	9.204e-05
cultural	116	9.204e-05
mentioned	116	9.204e-05
distribution	115	9.125e-05
indeed	115	9.125e-05
minor	115	9.125e-05
bay	115	9.125e-05
australia	115	9.125e-05
models	115	9.125e-05
exactly	115	9.125e-05
unless	114	9.046e-05
definition	114	9.046e-05
race	114	9.046e-05
temperature	114	9.046e-05
cross	114	9.046e-05
dance	113	8.966e-05
rare	113	8.966e-05
ship	113	8.966e-05
post	113	8.966e-05
versions	113	8.966e-05
inside	113	8.966e-05
picture	113	8.966e-05
communities	113	8.966e-05
2011	113	8.966e-05
london	113	8.966e-05
ever	112	8.887e-05
overall	112	8.887e-05
beyond	112	8.887e-05
tradition	112	8.887e-05
wife	112	8.887e-05
stated	112	8.887e-05
editing	112	8.887e-05
add	112	8.887e-05
established	112	8.887e-05
anyone	112	8.887e-05
reasons	112	8.887e-05
suggest	112	8.887e-05
lives	112	8.887e-05
speed	112	8.887e-05
appearance	111	8.808e-05
earlier	111	8.808e-05
color	111	8.808e-05
chinese	111	8.808e-05
feet	111	8.808e-05
8	111	8.808e-05
hold	111	8.808e-05
bus	111	8.808e-05
paper	111	8.808e-05
japanese	111	8.808e-05
piece	110	8.728e-05
12	110	8.728e-05
answer	110	8.728e-05
table	110	8.728e-05
indian	110	8.728e-05
christian	110	8.728e-05
capacity	110	8.728e-05
2012	110	8.728e-05
response	110	8.728e-05
residents	110	8.728e-05
alternative	110	8.728e-05
figure	110	8.728e-05
friends	110	8.728e-05
afd	110	8.728e-05
pass	110	8.728e-05
organizations	110	8.728e-05
shape	109	8.649e-05
admin	109	8.649e-05
department	109	8.649e-05
creek	109	8.649e-05
metal	109	8.649e-05
removed	109	8.649e-05
square	109	8.649e-05
web	109	8.649e-05
foundation	109	8.649e-05
magazine	109	8.649e-05
mind	109	8.649e-05
professional	109	8.649e-05
competition	109	8.649e-05
months	109	8.649e-05
unlike	109	8.649e-05
easy	109	8.649e-05
dead	109	8.649e-05
numerous	108	8.57e-05
causes	108	8.57e-05
festival	108	8.57e-05
islands	108	8.57e-05
hours	108	8.57e-05
developed	108	8.57e-05
california	108	8.57e-05
plants	108	8.57e-05
anything	107	8.49e-05
stone	107	8.49e-05
scientific	107	8.49e-05
regional	107	8.49e-05
cities	107	8.49e-05
listed	107	8.49e-05
gas	107	8.49e-05
annual	107	8.49e-05
objects	107	8.49e-05
male	107	8.49e-05
tv	107	8.49e-05
beginning	107	8.49e-05
brother	107	8.49e-05
units	107	8.49e-05
canada	107	8.49e-05
running	107	8.49e-05
dispute	107	8.49e-05
towns	107	8.49e-05
cost	107	8.49e-05
plot	106	8.411e-05
theme	106	8.411e-05
england	106	8.411e-05
receive	106	8.411e-05
kingdom	106	8.411e-05
sort	106	8.411e-05
attempt	106	8.411e-05
stories	106	8.411e-05
visible	106	8.411e-05
thought	106	8.411e-05
floor	106	8.411e-05
president	106	8.411e-05
leads	105	8.332e-05
climate	105	8.332e-05
girl	105	8.332e-05
travel	105	8.332e-05
deal	105	8.332e-05
blood	105	8.332e-05
border	105	8.332e-05
provided	105	8.332e-05
serve	104	8.252e-05
cell	104	8.252e-05
scene	104	8.252e-05
entry	104	8.252e-05
debate	104	8.252e-05
classes	104	8.252e-05
job	104	8.252e-05
forces	104	8.252e-05
slightly	104	8.252e-05
domain	104	8.252e-05
union	104	8.252e-05
star	104	8.252e-05
branch	103	8.173e-05
materials	103	8.173e-05
academic	103	8.173e-05
reach	103	8.173e-05
understanding	103	8.173e-05
lost	103	8.173e-05
nearly	103	8.173e-05
artists	103	8.173e-05
passes	103	8.173e-05
fails	103	8.173e-05
operates	103	8.173e-05
doing	103	8.173e-05
guidelines	102	8.094e-05
houses	102	8.094e-05
somewhat	102	8.094e-05
fall	102	8.094e-05
11	102	8.094e-05
parties	102	8.094e-05
traffic	102	8.094e-05
protein	102	8.094e-05
hope	102	8.094e-05
responsible	101	8.014e-05
shown	101	8.014e-05
environment	101	8.014e-05
cells	101	8.014e-05
criteria	101	8.014e-05
applications	101	8.014e-05
campus	101	8.014e-05
sides	101	8.014e-05
leading	101	8.014e-05
2009	101	8.014e-05
heat	101	8.014e-05
oldest	101	8.014e-05
easily	101	8.014e-05
europe	101	8.014e-05
eventually	101	8.014e-05
coast	101	8.014e-05
uk	101	8.014e-05
normally	101	8.014e-05
increase	101	8.014e-05
needed	101	8.014e-05
yellow	101	8.014e-05
30	100	7.935e-05
fields	100	7.935e-05
figures	100	7.935e-05
staff	100	7.935e-05
meets	100	7.935e-05
poor	100	7.935e-05
redirect	100	7.935e-05
read	100	7.935e-05
mountains	100	7.935e-05
let	100	7.935e-05
accounts	99	7.855e-05
nearby	99	7.855e-05
else	99	7.855e-05
platform	99	7.855e-05
parents	99	7.855e-05
notes	99	7.855e-05
learning	99	7.855e-05
native	99	7.855e-05
spanish	99	7.855e-05
engine	99	7.855e-05
whereas	99	7.855e-05
stadium	98	7.776e-05
depends	98	7.776e-05
details	98	7.776e-05
9	98	7.776e-05
largely	98	7.776e-05
trying	98	7.776e-05
films	98	7.776e-05
finds	98	7.776e-05
wrong	98	7.776e-05
address	98	7.776e-05
degree	98	7.776e-05
sounds	98	7.776e-05
operations	98	7.776e-05
background	97	7.697e-05
topics	97	7.697e-05
questions	97	7.697e-05
taking	97	7.697e-05
san	97	7.697e-05
sufficient	97	7.697e-05
risk	97	7.697e-05
tools	97	7.697e-05
saying	97	7.697e-05
maximum	96	7.617e-05
noted	96	7.617e-05
projects	96	7.617e-05
flow	96	7.617e-05
functions	96	7.617e-05
compared	96	7.617e-05
security	96	7.617e-05
sections	96	7.617e-05
faith	96	7.617e-05
determine	96	7.617e-05
policies	96	7.617e-05
david	96	7.617e-05
originally	96	7.617e-05
serious	96	7.617e-05
situation	96	7.617e-05
trees	96	7.617e-05
villages	96	7.617e-05
minutes	95	7.538e-05
choice	95	7.538e-05
july	95	7.538e-05
pov	95	7.538e-05
format	95	7.538e-05
ii	95	7.538e-05
factor	95	7.538e-05
x	95	7.538e-05
providing	94	7.459e-05
100	94	7.459e-05
impact	94	7.459e-05
june	94	7.459e-05
drive	94	7.459e-05
award	94	7.459e-05
administrative	94	7.459e-05
volume	94	7.459e-05
valid	94	7.459e-05
china	94	7.459e-05
properties	94	7.459e-05
existing	94	7.459e-05
roman	94	7.459e-05
existence	93	7.379e-05
attention	93	7.379e-05
produced	93	7.379e-05
iron	93	7.379e-05
regions	93	7.379e-05
application	93	7.379e-05
portion	93	7.379e-05
views	93	7.379e-05
reports	93	7.379e-05
advantage	93	7.379e-05
box	92	7.3e-05
machine	92	7.3e-05
concern	92	7.3e-05
extremely	92	7.3e-05
acid	92	7.3e-05
15	92	7.3e-05
frequently	92	7.3e-05
trains	92	7.3e-05
values	92	7.3e-05
included	92	7.3e-05
mode	92	7.3e-05
hits	92	7.3e-05
reaction	92	7.3e-05
certainly	92	7.3e-05
charge	92	7.3e-05
conflict	91	7.221e-05
2008	91	7.221e-05
musical	91	7.221e-05
mark	91	7.221e-05
press	91	7.221e-05
seat	91	7.221e-05
display	91	7.221e-05
